nom,tier,type,fichier,ligne,bloc,pou,declaration
M2SpeedStepAtFault,T1(brief),INT,CODE/J_SUPERVISION/_TYPES/3_CYCLE_ET_MODES/ST_SequencePublicState.st,43,STRUCT,,M2SpeedStepAtFault  : INT;
Fault,T1(brief),ST_Fault,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_AcquisitionEncoderQualified.st,14,STRUCT,,Fault                    : ST_Fault;
EncoderFault,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_AcquisitionEncoderQualified.st,17,STRUCT,,EncoderFault             : BOOL;
Fault,T1(brief),ST_Fault,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_AcquisitionJoystickQualified.st,18,STRUCT,,Fault               : ST_Fault;
Alarms,T1(brief),UINT,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_EncoderHMI.st,9,STRUCT,,Alarms           : UINT;
Warnings,T1(brief),UINT,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_EncoderHMI.st,10,STRUCT,,Warnings         : UINT;
Error,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_EncoderHMI.st,14,STRUCT,,Error            : BOOL;
ErrorId,T1(brief),WORD,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_EncoderHMI.st,15,STRUCT,,ErrorId          : WORD;
HomingError,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_EncoderHMI.st,21,STRUCT,,HomingError             : BOOL;
HomingErrorId,T1(brief),WORD,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_EncoderHMI.st,22,STRUCT,,HomingErrorId           : WORD;
HomingStateAtError,T1(brief),E_State,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_EncoderHMI.st,24,STRUCT,,HomingStateAtError      : E_State;
Error,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_JoystickState.st,17,STRUCT,,Error        : BOOL;
ErrorId,T1(brief),WORD,CODE/J_SUPERVISION/_TYPES/4_JOYSTICK_ACQUISITION/ST_JoystickState.st,18,STRUCT,,ErrorId      : WORD;
Fault,T1(brief),ST_Fault,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_EmergencyState.st,29,STRUCT,,Fault           : ST_Fault;
Diag,T1(brief),ST_Safety_Emergency_Diag,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_EmergencyState.st,38,STRUCT,,Diag : ST_Safety_Emergency_Diag;
RejectErrorMask,T1(brief),WORD,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_HomingChecklist.st,34,STRUCT,,RejectErrorMask              : WORD;
Fault,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_InputModuleDiagHMI.st,17,STRUCT,,Fault            : BOOL;
Fault,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_IOModuleDiag.st,19,STRUCT,,Fault            : BOOL;
Step5_NoSafetyFault,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_MotionChecklist.st,24,STRUCT,,Step5_NoSafetyFault          : BOOL;
CanError,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_NetworkDiagHMI.st,10,STRUCT,,CanError            : BOOL;
CanErrorId,T1(brief),WORD,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_NetworkDiagHMI.st,11,STRUCT,,CanErrorId          : WORD;
EcatError,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_NetworkDiagHMI.st,17,STRUCT,,EcatError           : BOOL;
EcatErrorId,T1(brief),WORD,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_NetworkDiagHMI.st,18,STRUCT,,EcatErrorId         : WORD;
SafetyError,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_SafetyChecklist.st,41,STRUCT,,SafetyError                  : BOOL;
ArmingErrorId,T1(brief),WORD,CODE/J_SUPERVISION/_TYPES/6_DIAG_ET_CHAINES/ST_SafetyChecklist.st,42,STRUCT,,ArmingErrorId               : WORD;
BrakeThermalFault,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/7_COMMUN_CONFIG/ST_CommunHMI.st,17,STRUCT,,BrakeThermalFault         : BOOL;
PhaseRotationFault,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/7_COMMUN_CONFIG/ST_CommunHMI.st,18,STRUCT,,PhaseRotationFault        : BOOL;
HydraulicThermalFault,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/7_COMMUN_CONFIG/ST_CommunHMI.st,21,STRUCT,,HydraulicThermalFault     : BOOL;
KoboldBottomTouchLatched,T2(elargi),BOOL,CODE/J_SUPERVISION/_TYPES/7_COMMUN_CONFIG/ST_CommunHMI.st,51,STRUCT,,KoboldBottomTouchLatched : BOOL;
Vh0800EndBit05Reserved,T2(elargi),BOOL,CODE/J_SUPERVISION/_TYPES/7_COMMUN_CONFIG/ST_IoHw_In.st,21,STRUCT,,Vh0800EndBit05Reserved : BOOL;
Error,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/7_COMMUN_CONFIG/ST_SyncState.st,11,STRUCT,,Error      : BOOL;
ErrorId,T1(brief),WORD,CODE/J_SUPERVISION/_TYPES/7_COMMUN_CONFIG/ST_SyncState.st,12,STRUCT,,ErrorId    : WORD;
HasAlarm,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/8_BANDEAU_ET_IHM/ST_AlarmBanner.st,10,STRUCT,,HasAlarm    : BOOL;
AlarmBanner,T1(brief),ST_AlarmBanner,CODE/J_SUPERVISION/_TYPES/8_BANDEAU_ET_IHM/ST_HmiBanner.st,15,STRUCT,,AlarmBanner          : ST_AlarmBanner;
BothBlockReason,T2(elargi),E_WinchTraceBlockReason,CODE/J_SUPERVISION/_TYPES/8_BANDEAU_ET_IHM/ST_PermitVisibilityHMI.st,25,STRUCT,,BothBlockReason : E_WinchTraceBlockReason;
PreflightErrorId,T1(brief),WORD,CODE/J_SUPERVISION/_TYPES/8_BANDEAU_ET_IHM/ST_PreflightHMI.st,7,STRUCT,,PreflightErrorId : WORD;
CST_T330ReserveMinMargin_M,T2(elargi),REAL := 1.00,CODE/J_SUPERVISION/FB_CfgT330Normalizer.st,51,VAR CONSTANT,FB_CfgT330Normalizer,CST_T330ReserveMinMargin_M : REAL := 1.00;
CycleErrorId,T1(brief),WORD,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,22,VAR_INPUT,FB_Hmi_BannerFormatter,CycleErrorId         : WORD;
CycleStepAtError,T1(brief),E_AutoCycleStep,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,23,VAR_INPUT,FB_Hmi_BannerFormatter,CycleStepAtError     : E_AutoCycleStep;
TranslationMotionErrorId,T1(brief),WORD,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,60,VAR_INPUT,FB_Hmi_BannerFormatter,TranslationMotionErrorId       : WORD;
TranslationFinalInterlockErrorId,T1(brief),WORD,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,61,VAR_INPUT,FB_Hmi_BannerFormatter,TranslationFinalInterlockErrorId : WORD;
BucketErrorId,T1(brief),WORD,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,69,VAR_INPUT,FB_Hmi_BannerFormatter,BucketErrorId        : WORD;
SyncErrorId,T1(brief),WORD,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,70,VAR_INPUT,FB_Hmi_BannerFormatter,SyncErrorId          : WORD;
SyncContactorDiag,T1(brief),ST_SyncContactorDiag,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,71,VAR_INPUT,FB_Hmi_BannerFormatter,SyncContactorDiag    : ST_SyncContactorDiag;
DiveErrorId,T1(brief),WORD,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,72,VAR_INPUT,FB_Hmi_BannerFormatter,DiveErrorId          : WORD;
ExtractionErrorId,T1(brief),WORD,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,73,VAR_INPUT,FB_Hmi_BannerFormatter,ExtractionErrorId    : WORD;
EmergencyErrorId,T1(brief),WORD,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,74,VAR_INPUT,FB_Hmi_BannerFormatter,EmergencyErrorId     : WORD;
AlarmHoldTime,T1(brief),TIME := T#1s,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,80,VAR_INPUT,FB_Hmi_BannerFormatter,AlarmHoldTime        : TIME := T#1s;
PowerOrChainFault,T1(brief),BOOL,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,93,VAR,FB_Hmi_BannerFormatter,PowerOrChainFault    : BOOL;
HardwareModuleOrBusFault,T1(brief),BOOL,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,94,VAR,FB_Hmi_BannerFormatter,HardwareModuleOrBusFault : BOOL;
CycleFaultActive,T1(brief),BOOL,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,104,VAR,FB_Hmi_BannerFormatter,CycleFaultActive          : BOOL;
AbortMsgLatched,T2(elargi),BOOL,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,114,VAR,FB_Hmi_BannerFormatter,AbortMsgLatched      : BOOL;
TonAlarmBanner,T1(brief),TON,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,117,VAR,FB_Hmi_BannerFormatter,TonAlarmBanner       : TON;
AlarmCount,T1(brief),INT,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,119,VAR,FB_Hmi_BannerFormatter,AlarmCount           : INT;
AlarmIndex,T1(brief),INT,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,121,VAR,FB_Hmi_BannerFormatter,AlarmIndex           : INT;
TofFaultLocalIo,T1(brief),TOF,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,124,VAR,FB_Hmi_BannerFormatter,TofFaultLocalIo      : TOF;
TofFaultVh0800,T1(brief),TOF,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,125,VAR,FB_Hmi_BannerFormatter,TofFaultVh0800       : TOF;
TofFaultVh0808,T1(brief),TOF,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,126,VAR,FB_Hmi_BannerFormatter,TofFaultVh0808       : TOF;
TofFaultVh0008Er,T1(brief),TOF,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,127,VAR,FB_Hmi_BannerFormatter,TofFaultVh0008Er     : TOF;
TofFaultVh0008Er1,T1(brief),TOF,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,128,VAR,FB_Hmi_BannerFormatter,TofFaultVh0008Er1    : TOF;
TofFaultCanBus,T1(brief),TOF,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,129,VAR,FB_Hmi_BannerFormatter,TofFaultCanBus       : TOF;
TofFaultJoy1,T1(brief),TOF,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,130,VAR,FB_Hmi_BannerFormatter,TofFaultJoy1         : TOF;
TofFaultEcatBus,T1(brief),TOF,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,131,VAR,FB_Hmi_BannerFormatter,TofFaultEcatBus      : TOF;
TofFaultEncM1,T1(brief),TOF,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,132,VAR,FB_Hmi_BannerFormatter,TofFaultEncM1        : TOF;
TofFaultEncM2,T1(brief),TOF,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,133,VAR,FB_Hmi_BannerFormatter,TofFaultEncM2        : TOF;
TofFaultVarM3,T1(brief),TOF,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,134,VAR,FB_Hmi_BannerFormatter,TofFaultVarM3        : TOF;
CST_NbMaxAlarmes,T1(brief),INT := 50,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,153,VAR CONSTANT,FB_Hmi_BannerFormatter,CST_NbMaxAlarmes     : INT := 50;
CST_WinchErrorIdCableLimitDescent,T1(brief),WORD := 16#0040,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,161,VAR CONSTANT,FB_Hmi_BannerFormatter,CST_WinchErrorIdCableLimitDescent : WORD := 16#0040;
StepAtErrorStr,T1(brief),= '',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,264,?,FB_Hmi_BannerFormatter,StepAtErrorStr   := '';
StepAtErrorStr,T1(brief),= '?',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,290,?,FB_Hmi_BannerFormatter,StepAtErrorStr := '?';
AbortMsgLatched,T2(elargi),= FALSE,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,453,?,FB_Hmi_BannerFormatter,AbortMsgLatched := FALSE;
CycleFaultMsgStr,T1(brief),= '',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,529,?,FB_Hmi_BannerFormatter,CycleFaultMsgStr := '';
CycleFaultCauseStr,T1(brief),= 'limite profondeur',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,535,?,FB_Hmi_BannerFormatter,CycleFaultCauseStr := 'limite profondeur';
CycleFaultCauseStr,T1(brief),= 'synchro M1/M2',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,537,?,FB_Hmi_BannerFormatter,CycleFaultCauseStr := 'synchro M1/M2';
CycleFaultCauseStr,T1(brief),= 'ecart vitesse M1/M2',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,539,?,FB_Hmi_BannerFormatter,CycleFaultCauseStr := 'ecart vitesse M1/M2';
CycleFaultCauseStr,T1(brief),= 'com IHM perdue',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,541,?,FB_Hmi_BannerFormatter,CycleFaultCauseStr := 'com IHM perdue';
CycleFaultCauseStr,T1(brief),= 'tempo etape',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,543,?,FB_Hmi_BannerFormatter,CycleFaultCauseStr := 'tempo etape';
CycleFaultCauseStr,T1(brief),= 'stabilisation',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,545,?,FB_Hmi_BannerFormatter,CycleFaultCauseStr := 'stabilisation';
CycleFaultCauseStr,T1(brief),= 'ecart position M1/M2',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,547,?,FB_Hmi_BannerFormatter,CycleFaultCauseStr := 'ecart position M1/M2';
CycleFaultCauseStr,T1(brief),= 'hors FDC haut',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,549,?,FB_Hmi_BannerFormatter,CycleFaultCauseStr := 'hors FDC haut';
CycleFaultCauseStr,T1(brief),= 'palier 5 interdit',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,551,?,FB_Hmi_BannerFormatter,CycleFaultCauseStr := 'palier 5 interdit';
CycleFaultCauseStr,T1(brief),= 'palier 4 non confirme',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,553,?,FB_Hmi_BannerFormatter,CycleFaultCauseStr := 'palier 4 non confirme';
CycleFaultCauseStr,T1(brief),= 'arret meca non confirme',CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,555,?,FB_Hmi_BannerFormatter,CycleFaultCauseStr := 'arret meca non confirme';
AlarmCount,T1(brief),= 0,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,809,?,FB_Hmi_BannerFormatter,AlarmCount := 0;
AlarmCount,T1(brief),= AlarmCount + 1,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1017,?,FB_Hmi_BannerFormatter,AlarmCount := AlarmCount + 1;
AlarmIndex,T1(brief),= 0,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1227,?,FB_Hmi_BannerFormatter,AlarmIndex := 0;
AlarmIndex,T1(brief),= 0,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1236,?,FB_Hmi_BannerFormatter,AlarmIndex := 0;
InputModuleFault,T1(brief),BOOL,CODE/J_SUPERVISION/FB_TroubleshootingView.st,27,VAR_INPUT,FB_TroubleshootingView,InputModuleFault         : BOOL;
EmergencyDiag,T1(brief),ST_Safety_Emergency_Diag,CODE/J_SUPERVISION/FB_TroubleshootingView.st,67,VAR_INPUT,FB_TroubleshootingView,EmergencyDiag            : ST_Safety_Emergency_Diag;
CycleError,T1(brief),BOOL,CODE/J_SUPERVISION/FB_TroubleshootingView.st,76,VAR_INPUT,FB_TroubleshootingView,CycleError               : BOOL;
CycleErrorId,T1(brief),WORD,CODE/J_SUPERVISION/FB_TroubleshootingView.st,77,VAR_INPUT,FB_TroubleshootingView,CycleErrorId             : WORD;
CycleFaultLatched,T1(brief),BOOL,CODE/J_SUPERVISION/FB_TroubleshootingView.st,78,VAR_INPUT,FB_TroubleshootingView,CycleFaultLatched        : BOOL;
CycleFaultLatchedId,T1(brief),WORD,CODE/J_SUPERVISION/FB_TroubleshootingView.st,79,VAR_INPUT,FB_TroubleshootingView,CycleFaultLatchedId      : WORD;
CycleStepAtError,T1(brief),E_AutoCycleStep,CODE/J_SUPERVISION/FB_TroubleshootingView.st,86,VAR_INPUT,FB_TroubleshootingView,CycleStepAtError         : E_AutoCycleStep;
CycleWinchSyncError,T1(brief),BOOL,CODE/J_SUPERVISION/FB_TroubleshootingView.st,99,VAR_INPUT,FB_TroubleshootingView,CycleWinchSyncError      : BOOL;
CycleM1SpeedStepAtFault,T1(brief),INT,CODE/J_SUPERVISION/FB_TroubleshootingView.st,103,VAR_INPUT,FB_TroubleshootingView,CycleM1SpeedStepAtFault  : INT;
CycleM2SpeedStepAtFault,T1(brief),INT,CODE/J_SUPERVISION/FB_TroubleshootingView.st,104,VAR_INPUT,FB_TroubleshootingView,CycleM2SpeedStepAtFault  : INT;
CountSaturated,T2(elargi),BOOL,CODE/L_SIMULATION/FB_Sim_Encoder.st,61,VAR_OUTPUT,FB_Sim_Encoder,CountSaturated : BOOL;
CountSaturated,T2(elargi),= FALSE,CODE/L_SIMULATION/FB_Sim_Encoder.st,94,?,FB_Sim_Encoder,CountSaturated := FALSE;
CountSaturated,T2(elargi),= FALSE,CODE/L_SIMULATION/FB_Sim_Encoder.st,178,?,FB_Sim_Encoder,CountSaturated := FALSE;
CountSaturated,T2(elargi),= TRUE,CODE/L_SIMULATION/FB_Sim_Encoder.st,181,?,FB_Sim_Encoder,CountSaturated := TRUE;
CountSaturated,T2(elargi),= TRUE,CODE/L_SIMULATION/FB_Sim_Encoder.st,184,?,FB_Sim_Encoder,CountSaturated := TRUE;
BrakeFaultCloseWhileRunning,T1(brief),BOOL := FALSE,CODE/L_SIMULATION/FB_Sim_Translation.st,20,VAR_INPUT,FB_Sim_Translation,BrakeFaultCloseWhileRunning : BOOL := FALSE;
BrakeFaultCloseDelay_S,T1(brief),REAL := 0.0,CODE/L_SIMULATION/FB_Sim_Translation.st,21,VAR_INPUT,FB_Sim_Translation,BrakeFaultCloseDelay_S : REAL := 0.0;
BrakeFaultCloseActive,T1(brief),BOOL,CODE/L_SIMULATION/FB_Sim_Translation.st,66,VAR_OUTPUT,FB_Sim_Translation,BrakeFaultCloseActive : BOOL;
BrakeFaultCloseActive,T1(brief),= FALSE,CODE/L_SIMULATION/FB_Sim_Translation.st,152,?,FB_Sim_Translation,BrakeFaultCloseActive := FALSE;
BrakeFaultCloseActive,T1(brief),= instBrake.FaultCloseActive,CODE/L_SIMULATION/FB_Sim_Translation.st,209,?,FB_Sim_Translation,BrakeFaultCloseActive := instBrake.FaultCloseActive;
FaultCloseWhileRunning,T1(brief),BOOL := FALSE,CODE/L_SIMULATION/FB_Sim_TranslationBrake.st,17,VAR_INPUT,FB_Sim_TranslationBrake,FaultCloseWhileRunning : BOOL := FALSE;
FaultCloseDelay_S,T1(brief),REAL := 0.0,CODE/L_SIMULATION/FB_Sim_TranslationBrake.st,18,VAR_INPUT,FB_Sim_TranslationBrake,FaultCloseDelay_S : REAL := 0.0;
FaultCloseActive,T1(brief),BOOL,CODE/L_SIMULATION/FB_Sim_TranslationBrake.st,25,VAR_OUTPUT,FB_Sim_TranslationBrake,FaultCloseActive : BOOL;
FaultTimer_S,T1(brief),REAL,CODE/L_SIMULATION/FB_Sim_TranslationBrake.st,30,VAR,FB_Sim_TranslationBrake,FaultTimer_S : REAL;
FaultCloseActive,T1(brief),= FALSE,CODE/L_SIMULATION/FB_Sim_TranslationBrake.st,41,?,FB_Sim_TranslationBrake,FaultCloseActive := FALSE;
FaultTimer_S,T1(brief),= 0.0,CODE/L_SIMULATION/FB_Sim_TranslationBrake.st,44,?,FB_Sim_TranslationBrake,FaultTimer_S := 0.0;
FaultTimer_S,T1(brief),= FaultTimer_S + CycleTime_S,CODE/L_SIMULATION/FB_Sim_TranslationBrake.st,50,?,FB_Sim_TranslationBrake,FaultTimer_S := FaultTimer_S + CycleTime_S;
FaultTimer_S,T1(brief),= 0.0,CODE/L_SIMULATION/FB_Sim_TranslationBrake.st,52,?,FB_Sim_TranslationBrake,FaultTimer_S := 0.0;
SimWinchElectricalDiagnosticsActive,T1(brief),BOOL := FALSE,CODE/L_SIMULATION/FB_SimBench.st,84,VAR_INPUT,FB_SimBench,SimWinchElectricalDiagnosticsActive : BOOL := FALSE;
SimM2TensionedCableFaultInject,T1(brief),BOOL := FALSE,CODE/L_SIMULATION/FB_SimBench.st,85,VAR_INPUT,FB_SimBench,SimM2TensionedCableFaultInject : BOOL := FALSE;
SimM3BrakeFaultCloseWhileRunning,T1(brief),BOOL := FALSE,CODE/L_SIMULATION/FB_SimBench.st,100,VAR_INPUT,FB_SimBench,SimM3BrakeFaultCloseWhileRunning : BOOL := FALSE;
SimM3BrakeFaultCloseDelayS,T1(brief),REAL := 0.0,CODE/L_SIMULATION/FB_SimBench.st,101,VAR_INPUT,FB_SimBench,SimM3BrakeFaultCloseDelayS       : REAL := 0.0;
M3BrakeFaultCloseActive,T1(brief),BOOL,CODE/L_SIMULATION/FB_SimBench.st,164,VAR_OUTPUT,FB_SimBench,M3BrakeFaultCloseActive    : BOOL;
M3BrakeFaultCloseActive,T1(brief),= instSimTranslation.BrakeFaultCloseActive,CODE/L_SIMULATION/FB_SimBench.st,583,?,FB_SimBench,M3BrakeFaultCloseActive := instSimTranslation.BrakeFaultCloseActive;
SimM3BrakeFaultCloseWhileRunning,T1(brief),BOOL := FALSE,CODE/L_SIMULATION/GVL_Simulation.st,67,VAR_GLOBAL,,SimM3BrakeFaultCloseWhileRunning : BOOL := FALSE;
SimM3BrakeFaultCloseDelayS,T1(brief),REAL := 0.0,CODE/L_SIMULATION/GVL_Simulation.st,68,VAR_GLOBAL,,SimM3BrakeFaultCloseDelayS       : REAL := 0.0;
SimWinchElectricalDiagnosticsActive,T1(brief),BOOL := TRUE,CODE/L_SIMULATION/GVL_Simulation.st,101,VAR_GLOBAL,,SimWinchElectricalDiagnosticsActive : BOOL := TRUE;
SimM2TensionedCableFaultInject,T1(brief),BOOL := FALSE,CODE/L_SIMULATION/GVL_Simulation.st,109,VAR_GLOBAL,,SimM2TensionedCableFaultInject      : BOOL := FALSE;
instDiagCanOpen,T1(brief),FB_Diag_CanOpen,CODE/M_MAIN/PRG_02_Acquisition.st,31,VAR,PRG_02_Acquisition,instDiagCanOpen          : FB_Diag_CanOpen;
instDiagEthercat,T1(brief),FB_Diag_Ethercat,CODE/M_MAIN/PRG_02_Acquisition.st,32,VAR,PRG_02_Acquisition,instDiagEthercat         : FB_Diag_Ethercat;
instAutoResetTransientDiag,T1(brief),FB_AutoResetTransientDiag,CODE/M_MAIN/PRG_02_Acquisition.st,33,VAR,PRG_02_Acquisition,instAutoResetTransientDiag : FB_AutoResetTransientDiag;
BothBlockReason,T2(elargi),E_WinchTraceBlockReason,CODE/M_MAIN/PRG_04_Treuils_Benne.st,188,VAR,PRG_04_Treuils_Benne,BothBlockReason         : E_WinchTraceBlockReason;
KoboldBottomTouchLatched,T2(elargi),BOOL,CODE/M_MAIN/PRG_04_Treuils_Benne.st,196,VAR,PRG_04_Treuils_Benne,KoboldBottomTouchLatched: BOOL;
KoboldBottomTouchLatched,T2(elargi),= FALSE,CODE/M_MAIN/PRG_04_Treuils_Benne.st,726,?,PRG_04_Treuils_Benne,KoboldBottomTouchLatched := FALSE;
KoboldBottomTouchLatched,T2(elargi),= TRUE,CODE/M_MAIN/PRG_04_Treuils_Benne.st,748,?,PRG_04_Treuils_Benne,KoboldBottomTouchLatched := TRUE;
BothBlockReason,T2(elargi),= E_WinchTraceBlockReason.NONE,CODE/M_MAIN/PRG_04_Treuils_Benne.st,1147,?,PRG_04_Treuils_Benne,BothBlockReason         := E_WinchTraceBlockReason.NONE;
BothBlockReason,T2(elargi),= E_WinchTraceBlockReason.COUPLING_BLOCKED,CODE/M_MAIN/PRG_04_Treuils_Benne.st,1151,?,PRG_04_Treuils_Benne,BothBlockReason         := E_WinchTraceBlockReason.COUPLING_BLOCKED;
BothBlockReason,T2(elargi),= E_WinchTraceBlockReason.NONE,CODE/M_MAIN/PRG_04_Treuils_Benne.st,1154,?,PRG_04_Treuils_Benne,BothBlockReason         := E_WinchTraceBlockReason.NONE;
EmergencyDiag,T1(brief),ST_Safety_Emergency_Diag,CODE/M_MAIN/PRG_06_Outputs.st,25,VAR_OUTPUT,PRG_06_Outputs,EmergencyDiag                : ST_Safety_Emergency_Diag;
EmergencyFault,T1(brief),ST_Fault,CODE/M_MAIN/PRG_06_Outputs.st,28,VAR_OUTPUT,PRG_06_Outputs,EmergencyFault               : ST_Fault;
EmergencyDiag,T1(brief),= instSafetyEmergencyManagement.Status.Diag,CODE/M_MAIN/PRG_06_Outputs.st,542,?,PRG_06_Outputs,EmergencyDiag := instSafetyEmergencyManagement.Status.Diag;
EmergencyFault,T1(brief),= instSafetyEmergencyManagement.Status.Fault,CODE/M_MAIN/PRG_06_Outputs.st,545,?,PRG_06_Outputs,EmergencyFault := instSafetyEmergencyManagement.Status.Fault;
FaultMachineReset_IHM,T1(brief),BOOL,CODE/M_MAIN/PRG_07_Supervision.st,18,VAR_OUTPUT,PRG_07_Supervision,FaultMachineReset_IHM : BOOL;
instDiagIhmHeartbeat,T1(brief),FB_Diag_IhmHeartbeat,CODE/M_MAIN/PRG_07_Supervision.st,36,VAR,PRG_07_Supervision,instDiagIhmHeartbeat   : FB_Diag_IhmHeartbeat;
