nom,tier,nature,type,bloc,fichier,ligne,pou,nb_references,lignes_ecriture,premier_ecrit_true,reference_dans_bandeau,reference_dans_PRG_07,nom_cite_dans_agregation_anyfault,nom_cite_dans_gardes_bandeau,texte_cause_associe,trace_mecanique
ErrorOperatorComm,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_SafetyTranslation.st,11,,18,CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:239 ; CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:267 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:242 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:270 ; CODE/M_MAIN/PRG_05_Translation.st:742,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:851 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:899 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:938,,non,oui,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:239
ErrorDriveComm,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_SafetyTranslation.st,12,,9,CODE/I_TRANSLATION/FB_Safety_Translation.st:243 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:271 ; CODE/M_MAIN/PRG_05_Translation.st:743,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:941,,non,oui,non,ecrit (jamais TRUE litteral) en CODE/I_TRANSLATION/FB_Safety_Translation.st:243
ErrorPhaseRotation,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_SafetyTranslation.st,13,,18,CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:241 ; CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:269 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:244 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:272 ; CODE/M_MAIN/PRG_05_Translation.st:744,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:857 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:905 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:944,,non,oui,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:241
ErrorBrakeThermal,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_SafetyTranslation.st,14,,16,CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:242 ; CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:270 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:245 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:273 ; CODE/M_MAIN/PRG_05_Translation.st:745,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:488 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:496 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:504,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:242
ErrorMecaB,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_SafetyTranslation.st,15,,21,CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:244 ; CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:272 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:246 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:274 ; CODE/M_MAIN/PRG_05_Translation.st:746,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:486 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:492 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:500 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:863,,non,oui,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:244
ErrorMecaA,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_SafetyTranslation.st,16,,21,CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:243 ; CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:271 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:247 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:275 ; CODE/M_MAIN/PRG_05_Translation.st:747,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:484 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:490 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:498 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:860,,non,oui,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:243
ErrorLimitSwitch,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_SafetyTranslation.st,17,,9,CODE/I_TRANSLATION/FB_Safety_Translation.st:248 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:276 ; CODE/M_MAIN/PRG_05_Translation.st:748,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:953,,non,oui,non,ecrit (jamais TRUE litteral) en CODE/I_TRANSLATION/FB_Safety_Translation.st:248
ErrorSensorIncoherent,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_SafetyTranslation.st,18,,9,CODE/I_TRANSLATION/FB_Safety_Translation.st:249 ; CODE/I_TRANSLATION/FB_Safety_Translation.st:277 ; CODE/M_MAIN/PRG_05_Translation.st:749,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:956,,non,oui,non,ecrit (jamais TRUE litteral) en CODE/I_TRANSLATION/FB_Safety_Translation.st:249
FinalInterlockError,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_TraceTranslation.st,32,,20,CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:114 ; CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:181 ; CODE/M_MAIN/PRG_04_Treuils_Benne.st:1852 ; CODE/M_MAIN/PRG_04_Treuils_Benne.st:1898 ; CODE/M_MAIN/PRG_05_Translation.st:725 ; CODE/M_MAIN/PRG_05_Translation.st:770,,,,non,oui,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:114
BlockReason,T2(elargi),AUTRE,E_TranslationTraceBlockReason,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_TraceTranslation.st,35,,39,CODE/M_MAIN/PRG_04_Treuils_Benne.st:1857 ; CODE/M_MAIN/PRG_04_Treuils_Benne.st:1859 ; CODE/M_MAIN/PRG_04_Treuils_Benne.st:1861 ; CODE/M_MAIN/PRG_04_Treuils_Benne.st:1863 ; CODE/M_MAIN/PRG_04_Treuils_Benne.st:1865 ; CODE/M_MAIN/PRG_04_Treuils_Benne.st:1867,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/M_MAIN/PRG_04_Treuils_Benne.st:1857
BlockReasonTimestamp,T2(elargi),AUTRE,UDINT,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_TraceTranslation.st,36,,5,CODE/M_MAIN/PRG_04_Treuils_Benne.st:1878 ; CODE/M_MAIN/PRG_04_Treuils_Benne.st:1924 ; CODE/M_MAIN/PRG_05_Translation.st:802,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/M_MAIN/PRG_04_Treuils_Benne.st:1878
AxisBlockReason,T2(elargi),AUTRE,E_TranslationTraceBlockReason,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_TranslationState.st,10,,5,CODE/M_MAIN/PRG_04_Treuils_Benne.st:1931 ; CODE/M_MAIN/PRG_04_Treuils_Benne.st:1932 ; CODE/M_MAIN/PRG_05_Translation.st:808,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/M_MAIN/PRG_04_Treuils_Benne.st:1931
Error,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_TranslationState.st,14,,139,CODE/A_COMMUN/FB_FaultCore.st:57 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:575 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:52 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:57 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:128 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:132,,,CODE/M_MAIN/PRG_07_Supervision.st:587 ; CODE/M_MAIN/PRG_07_Supervision.st:589 ; CODE/M_MAIN/PRG_07_Supervision.st:591 ; CODE/M_MAIN/PRG_07_Supervision.st:592,oui,oui,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_FaultCore.st:57
ErrorId,T1(brief),BITFIELD_OU_INDEX,WORD,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_TranslationState.st,15,,165,CODE/A_COMMUN/FB_FaultCore.st:49 ; CODE/A_COMMUN/FB_FaultCore.st:53 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:576 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:53 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:58 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:81,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:766 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:766 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:778 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:778,CODE/M_MAIN/PRG_07_Supervision.st:628 ; CODE/M_MAIN/PRG_07_Supervision.st:628 ; CODE/M_MAIN/PRG_07_Supervision.st:633 ; CODE/M_MAIN/PRG_07_Supervision.st:633,non,oui,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_FaultCore.st:49
FinalInterlockError,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_TranslationState.st,28,,20,CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:114 ; CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:181 ; CODE/M_MAIN/PRG_04_Treuils_Benne.st:1852 ; CODE/M_MAIN/PRG_04_Treuils_Benne.st:1898 ; CODE/M_MAIN/PRG_05_Translation.st:725 ; CODE/M_MAIN/PRG_05_Translation.st:770,,,,non,oui,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:114
FinalInterlockErrorId,T1(brief),BITFIELD_OU_INDEX,WORD,STRUCT,CODE/J_SUPERVISION/_TYPES/2_TRANSLATION/ST_TranslationState.st,29,,6,CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:115 ; CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:182 ; CODE/M_MAIN/PRG_05_Translation.st:726,,,CODE/M_MAIN/PRG_07_Supervision.st:763,non,oui,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_WinchStateProjection.st:115
Idx204_Error,T1(brief),BOOL_INTERNE,BOOL,STRUCT,CODE/J_SUPERVISION/_TYPES/3_CYCLE_ET_MODES/ST_ChainCycleSemiAuto.st,25,,2,CODE/J_SUPERVISION/FB_TroubleshootingView.st:683,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/J_SUPERVISION/FB_TroubleshootingView.st:683
Idx205_ErrorId,T1(brief),BITFIELD_OU_INDEX,WORD,STRUCT,CODE/J_SUPERVISION/_TYPES/3_CYCLE_ET_MODES/ST_ChainCycleSemiAuto.st,26,,2,CODE/J_SUPERVISION/FB_TroubleshootingView.st:684,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/J_SUPERVISION/FB_TroubleshootingView.st:684
