Timestamp_ms;M3Translation.State.AtTremie;M3Translation.State.AtP2;M3Translation.State.AtPV;M3Translation.State.AtP1;M3Translation.State.AtMaintenance;IoHw.In.Hardware.Translation.M3_PosTremie_DI;IoHw.In.Hardware.Translation.M3_PosPV_DI;IoHw.In.Hardware.Translation.M3_PosPVP2_DI;IoHw.In.Hardware.Translation.M3_PosP1_DI;M3_BrakeIsOpen_DI;PRG_02_Acquisition.HwIn.Translation.M3_ActualFrequencyHz;M3_StatusWord;M3_SetpointFrequencyHz;M3_CommandWord;M3_ThermalOK_DI;M3Translation.Safety.Error;M3Translation.Safety.ErrorId;M3Translation.State.Error;M3Translation.State.ErrorId;M3Translation.State.EstimatedPosM3_M;JOY1Joystick.State.AxisCmdX.Deflection;JOY1Joystick.State.AxisCmdY.Deflection
43523;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43533;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43544;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43555;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43565;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43576;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43586;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43596;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43607;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43618;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43628;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43640;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43650;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43661;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43672;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43682;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43692;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
