Timestamp_ms;PRG_03_Modes_Cycle.instCycleSemiAuto.CycleStep;PRG_03_Modes_Cycle.instCycleSemiAuto.Lifecycle.Busy;PRG_03_Modes_Cycle.instCycleSemiAuto.WaitingForOperator;PRG_03_Modes_Cycle.instCycleSemiAuto.WaitingForProcess;PRG_03_Modes_Cycle.instCycleSemiAuto.Fault.Error;PRG_02_Acquisition.Data.Joystick.DeadmanArmed;PRG_02_Acquisition.Data.Joystick.AtNeutralXY;PRG_02_Acquisition.Data.Joystick.AxisY.Deflection;PRG_02_Acquisition.Data.EncoderM1.Measurement.CablePosM;PRG_02_Acquisition.Data.EncoderM2.Measurement.CablePosM;M1TreuilRetenue.State.StepNumber;M2TreuilBenne.State.StepNumber;M1_M2_KoboldBottomTouch_DI;M1_M2_KoboldMeasureEnable_RQ;M3Translation.State.AtP1;M3Translation.State.AtTremie;M3Translation.State.EstimatedPosM3_M;PRG_04_Treuils_Benne.instWinchStateProjection.InterlockM2.MotorRequest;PRG_06_Outputs.instWinchOutputInterlockM2.MotorRequest;M1_SpeedContactor_3_DQ;M2TreuilBenne.Bucket.State.BucketOpening_Pct;PRG_04_Treuils_Benne.Data.ArmingPermit;PRG_05_Translation.TranslationFinalInterlockRequest.ReqTremieSemantic;M3_CommandWord;M3_SetpointFrequencyHz;M3_BrakeRelease_RQ;IoHw.In.Hardware.Operator.JoyXRaw_ANA1;IoHw.In.Hardware.Operator.JoyYRaw_ANA2;M1TreuilRetenue.Safety.ErrorMecaB;M1TreuilRetenue.Safety.ErrorId;IoHw.In.Hardware.Winch.M1_ContactorsReleased_DI;IoHw.In.Hardware.Winch.M2_ContactorsReleased_DI;GVL_Troubleshooting.I_LevageUnitaireM1.Inputs_100.Idx104_BrakeApplied;IoHw.In.Hardware.Winch.M2_TensionedCable_DI;PRG_07_Supervision.instTroubleshootingView.WinchM2.Safety.ErrorId;PRG_02_Acquisition.instSimBench.MotorIsStalledM1;PRG_02_Acquisition.instSimBench.MotorIsStalledM2
24474;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
24574;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
24673;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
24775;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
24875;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
24976;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
25075;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
25175;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
25276;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
25378;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
25476;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
25579;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
25678;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
25780;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
25879;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
25980;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
26080;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
26183;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
26282;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
26383;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
26482;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
26583;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
26683;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
26785;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
26884;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
26984;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
27085;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
27187;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
27286;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
27387;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
27486;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
27587;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
27687;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
27788;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
27888;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
27989;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
28091;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
28190;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
28292;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
28391;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
28491;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
28590;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
28692;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
28793;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
28891;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
28993;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
29095;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
29196;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
29297;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
29396;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
29497;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
29599;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
29699;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
29800;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
29900;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
30002;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
30102;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
30203;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
30304;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
30405;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
30507;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
30608;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
30710;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
30809;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
30910;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
31012;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
31112;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
31213;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
31315;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
31416;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
31514;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
31616;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
31715;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
31818;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
31918;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
32018;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
32120;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
32222;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
32322;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
32422;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
32524;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
32623;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
32721;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
32823;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
32923;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
33024;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
33125;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
33224;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
33325;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
33427;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
33528;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
33628;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
33730;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
33831;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
33930;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
34031;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
34132;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
34232;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
34332;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
34432;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
34533;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
34632;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
34733;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
34834;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
34932;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
35034;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
35134;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
35234;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
35334;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
35434;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
35535;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
35635;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
35735;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
35837;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
35938;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
36038;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
36137;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
36238;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
36339;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
36439;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
36541;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
36643;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
36743;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
36843;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
36943;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
37045;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
37144;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
37244;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
37344;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
37445;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
37545;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
37646;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
37746;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
37846;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
37947;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
38049;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
38150;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
38249;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
38349;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
38451;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
38552;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
38652;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;4;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
