Timestamp_ms;GVL_Troubleshooting.G_CycleSemiAuto.Idx206_Step;GVL_Troubleshooting.G_CycleSemiAuto.Idx104_DeadmanArmed;GVL_Troubleshooting.G_CycleSemiAuto.Idx105_MancheDeflechi;PRG_04_Treuils_Benne.Data.WinchM1State.Position_M;PRG_04_Treuils_Benne.Data.WinchM2State.Position_M;PRG_02_Acquisition.Data.EncoderM1.Measurement.Speed_Mps;PRG_02_Acquisition.Data.EncoderM2.Measurement.Speed_Mps;GVL_Troubleshooting.G_CycleSemiAuto.Idx307_M1SpeedStepApplied;GVL_Troubleshooting.G_CycleSemiAuto.Idx308_M2SpeedStepApplied;GVL_Troubleshooting.I_LevageUnitaireM1.Demandes_200.Idx209_ArbitratedDirection;GVL_Troubleshooting.J_LevageUnitaireM2.Demandes_200.Idx209_ArbitratedDirection;PRG_04_Treuils_Benne.Data.WinchM1State.DirectionChangePending;PRG_04_Treuils_Benne.Data.WinchM1State.DirectionChangeDelayElapsed;PRG_04_Treuils_Benne.Data.WinchM2State.DirectionChangePending;PRG_04_Treuils_Benne.Data.WinchM2State.DirectionChangeDelayElapsed;GVL_Troubleshooting.I_LevageUnitaireM1.Control_400.Idx415_MotorRequest;GVL_Troubleshooting.J_LevageUnitaireM2.Control_400.Idx415_MotorRequest;GVL_Troubleshooting.I_LevageUnitaireM1.Control_400.Idx416_RestartRequired;GVL_Troubleshooting.I_LevageUnitaireM1.Control_400.Idx406_FinalInterlockReason;GVL_Troubleshooting.I_LevageUnitaireM1.Safety_300.Idx302_SafeStopActive;PRG_06_Outputs.Data.ContactorMismatch;PRG_04_Treuils_Benne.SyncState.SyncDeviationWarn;GVL_Troubleshooting.I_LevageUnitaireM1.Outputs_500.Idx501_CmdRelayAscent_RQ;GVL_Troubleshooting.J_LevageUnitaireM2.Outputs_500.Idx501_CmdRelayAscent_RQ;GVL_Troubleshooting.I_LevageUnitaireM1.Outputs_500.Idx505_CmdBrakeRelease_RQ;GVL_Troubleshooting.J_LevageUnitaireM2.Outputs_500.Idx505_CmdBrakeRelease_RQ;GVL_Troubleshooting.I_LevageUnitaireM1.Inputs_100.Idx103_ContactorsReleased_DI;GVL_Troubleshooting.J_LevageUnitaireM2.Inputs_100.Idx103_ContactorsReleased_DI
36053;7;1;1;-1.69970703125;-0.681640625;1.4566667079925537;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36103;7;1;1;-1.77978515625;-0.75732421875;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36153;7;1;1;-1.86669921875;-0.839111328125;1.4566667079925537;1.3666666746139526;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36203;7;1;1;-1.94677734375;-0.9150390625;1.4566667079925537;1.3833333253860474;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36253;7;1;1;-2.033447265625;-0.9970703125;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36303;7;1;1;-2.113525390625;-1.072509765625;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36353;7;1;1;-2.2001953125;-1.154541015625;1.4566667079925537;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36403;7;1;1;-2.2802734375;-1.230224609375;1.4533333778381348;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36452;7;1;1;-2.366943359375;-1.312255859375;1.4566667079925537;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36503;7;1;1;-2.447021484375;-1.3876953125;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36553;7;1;1;-2.533447265625;-1.4697265625;1.4533333778381348;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36603;7;1;1;-2.613525390625;-1.54541015625;1.4533333778381348;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36653;7;1;1;-2.699951171875;-1.62744140625;1.4533333778381348;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36703;7;1;1;-2.779541015625;-1.703369140625;1.4500000476837158;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36754;7;1;1;-2.865966796875;-1.785400390625;1.4500000476837158;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36803;7;1;1;-2.945556640625;-1.861083984375;1.4500000476837158;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36853;7;1;1;-3.031982421875;-1.943115234375;1.4500000476837158;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36903;7;1;1;-3.111572265625;-2.01904296875;1.4500000476837158;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36953;7;1;1;-3.197998046875;-2.10107421875;1.4500000476837158;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37003;7;1;1;-3.27783203125;-2.1767578125;1.4500000476837158;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37053;7;1;1;-3.364013671875;-2.2587890625;1.4500000476837158;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37103;7;1;1;-3.44384765625;-2.33447265625;1.4500000476837158;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37153;7;1;1;-3.530029296875;-2.416748046875;1.4500000476837158;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37203;7;1;1;-3.60986328125;-2.492431640625;1.4500000476837158;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37253;7;1;1;-3.6962890625;-2.574462890625;1.4500000476837158;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37303;7;1;1;-3.776123046875;-2.650146484375;1.4533333778381348;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37353;7;1;1;-3.862548828125;-2.73193359375;1.4533333778381348;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37403;7;1;1;-3.942138671875;-2.807861328125;1.4500000476837158;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37453;7;1;1;-4.02880859375;-2.889892578125;1.4533333778381348;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37503;7;1;1;-4.108642578125;-2.965576171875;1.4533333778381348;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37553;7;1;1;-4.195068359375;-3.04736328125;1.4533333778381348;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37603;7;1;1;-4.27490234375;-3.123046875;1.4533333778381348;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37653;7;1;1;-4.361328125;-3.205078125;1.4533333778381348;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37703;7;1;1;-4.441162109375;-3.28076171875;1.4533333778381348;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37753;7;1;1;-4.52783203125;-3.363037109375;1.4533333778381348;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37803;7;1;1;-4.607666015625;-3.438720703125;1.4533333778381348;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37853;7;1;1;-4.6943359375;-3.520751953125;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37903;7;1;1;-4.7744140625;-3.5966796875;1.4533333778381348;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
37953;7;1;1;-4.861083984375;-3.6787109375;1.4566667079925537;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38004;7;1;1;-4.94091796875;-3.754638671875;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38053;7;1;1;-5.02783203125;-3.836669921875;1.4566667079925537;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38103;7;1;1;-5.107666015625;-3.912353515625;1.4566667079925537;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38153;7;1;1;-5.194580078125;-3.994384765625;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38203;7;1;1;-5.274658203125;-4.0703125;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38253;7;1;1;-5.361328125;-4.15234375;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38303;7;1;1;-5.44140625;-4.228271484375;1.4566667079925537;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38353;7;1;1;-5.5283203125;-4.310302734375;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38403;7;1;1;-5.6083984375;-4.385986328125;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38453;7;1;1;-5.695068359375;-4.468017578125;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38504;7;1;1;-5.775146484375;-4.543701171875;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38553;7;1;1;-5.86181640625;-4.6259765625;1.4566667079925537;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38603;7;1;1;-5.94189453125;-4.70166015625;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38653;7;1;1;-6.028564453125;-4.78369140625;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38703;7;1;1;-6.108642578125;-4.859130859375;1.4566667079925537;1.3700001239776611;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38753;7;1;1;-6.1953125;-4.94140625;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38803;8;1;1;-6.275146484375;-5.01708984375;1.4533333778381348;1.3733333349227905;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
38853;8;1;1;-6.362060546875;-5.09912109375;1.4599999189376831;1.3733333349227905;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
38903;8;1;1;-6.443115234375;-5.175048828125;1.4800000190734863;1.3766666650772095;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
38953;8;1;1;-6.5322265625;-5.2568359375;1.5;1.3766666650772095;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
39003;8;1;1;-6.615966796875;-5.33251953125;1.5266666412353516;1.3733333349227905;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
39053;8;1;1;-6.707763671875;-5.414306640625;1.5466667413711548;1.3733333349227905;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
39103;8;1;1;-6.793701171875;-5.489501953125;1.5633333921432495;1.3666666746139526;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
39153;8;1;1;-6.886474609375;-5.5712890625;1.5499999523162842;1.3733333349227905;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
39203;8;1;1;-6.96875;-5.646484375;1.4900000095367432;1.3633333444595337;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
39253;8;1;1;-7.05322265625;-5.7265625;1.4099999666213989;1.3400000333786011;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
39303;8;1;1;-7.12744140625;-5.7978515625;1.34333336353302;1.2900000810623169;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
39353;8;1;1;-7.20361328125;-5.871826171875;1.2700001001358032;1.2300000190734863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39403;8;1;1;-7.26953125;-5.9365234375;1.1966667175292969;1.1733334064483643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39453;8;1;1;-7.33642578125;-6.00341796875;1.1100000143051147;1.1100000143051147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39503;8;1;1;-7.393310546875;-6.0615234375;1.0299999713897705;1.0533334016799927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39553;8;1;1;-7.450439453125;-6.12109375;0.9466666579246521;0.99000000953674316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39603;8;1;1;-7.49853515625;-6.172607421875;0.87000000476837158;0.93333333730697632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39653;8;1;1;-7.546142578125;-6.224853515625;0.79000002145767212;0.86666667461395264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39704;8;1;1;-7.58544921875;-6.26953125;0.70666670799255371;0.80666667222976685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39753;8;1;1;-7.623046875;-6.31396484375;0.61333334445953369;0.73666667938232422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39804;8;1;1;-7.65234375;-6.351318359375;0.52333331108093262;0.67333334684371948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39853;8;1;1;-7.678466796875;-6.387939453125;0.42333331704139709;0.60333335399627686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39904;8;1;1;-7.697021484375;-6.41796875;0.32666668295860291;0.54000002145767212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
39953;8;1;1;-7.711181640625;-6.446533203125;0.2199999988079071;0.46666666865348816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40003;8;1;1;-7.718017578125;-6.468994140625;0.11333333700895309;0.40666666626930237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40053;8;1;1;-7.71923828125;-6.48974609375;0.013333333656191826;0.3333333432674408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40104;8;1;1;-7.718994140625;-6.504638671875;0;0.26666668057441711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40153;8;1;1;-7.718994140625;-6.517333984375;0;0.20000000298023224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40204;8;1;1;-7.71875;-6.525390625;0;0.14333334565162659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40253;8;1;1;-7.718994140625;-6.53076171875;0;0.080000005662441254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40303;8;1;1;-7.718994140625;-6.532470703125;0;0.023333333432674408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40354;8;1;1;-7.718994140625;-6.532470703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40404;8;1;1;-7.718994140625;-6.532470703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40453;8;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40503;8;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40553;8;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40603;8;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40653;8;1;1;-7.718994140625;-6.532470703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40703;8;1;1;-7.718994140625;-6.532470703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40753;8;1;1;-7.718994140625;-6.532470703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40803;8;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40853;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40903;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
40953;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41003;10;1;1;-7.718994140625;-6.532470703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41053;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41103;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41153;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41203;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41253;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41303;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41353;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41403;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41453;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41503;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41553;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41603;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41653;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41703;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41753;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41803;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41854;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41904;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
41953;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42004;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42054;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42103;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42153;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42203;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42253;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42303;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42353;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42403;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42453;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42503;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42553;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42603;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42653;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42703;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42753;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42803;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42853;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42903;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
42953;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43003;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43053;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43103;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43153;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43203;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43253;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43303;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43353;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43403;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43453;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43503;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43553;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43603;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43654;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43703;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43753;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43803;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43854;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43903;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
43953;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
44003;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
44053;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
44103;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
44153;10;1;1;-7.718994140625;-6.5322265625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
